Date and Time,side,price,size
06/02/2015 07:45,BID,10881,3
06/02/2015 07:45,TRADE,10882.5,1
06/02/2015 07:45,ASK,10882.5,7
06/02/2015 07:45,BID,10881,5
06/02/2015 07:45,ASK,10881.5,1
06/02/2015 07:45,TRADE,10881.5,1
06/02/2015 07:45,ASK,10882.5,7
06/02/2015 07:45,BID,10881.5,1
06/02/2015 07:45,BID,10881,5
06/02/2015 07:45,BID,10881.5,4
06/02/2015 07:45,BID,10881,5
06/02/2015 07:45,BID,10881.5,1
06/02/2015 07:45,BID,10881.5,8
06/02/2015 07:45,TRADE,10882.5,7
06/02/2015 07:45,ASK,10883,6
06/02/2015 07:45,BID,10881.5,9
06/02/2015 07:45,BID,10881.5,8
06/02/2015 07:45,ASK,10882.5,2
06/02/2015 07:45,BID,10882,1
06/02/2015 07:45,TRADE,10882.5,1
06/02/2015 07:45,ASK,10882.5,1
06/02/2015 07:45,TRADE,10882.5,1
06/02/2015 07:45,ASK,10883,6
06/02/2015 07:45,BID,10882,2
06/02/2015 07:45,TRADE,10883,1
06/02/2015 07:45,ASK,10883,5
06/02/2015 07:45,TRADE,10883,4
06/02/2015 07:45,ASK,10883,1
06/02/2015 07:45,ASK,10883.5,7
06/02/2015 07:45,ASK,10883,1
06/02/2015 07:45,ASK,10883,3
06/02/2015 07:45,BID,10882.5,7
06/02/2015 07:45,TRADE,10882.5,7
06/02/2015 07:45,BID,10882,2
06/02/2015 07:45,TRADE,10882,2
06/02/2015 07:45,BID,10881.5,2
06/02/2015 07:45,TRADE,10881.5,1
06/02/2015 07:45,BID,10881.5,1
06/02/2015 07:45,TRADE,10881.5,1
06/02/2015 07:45,BID,10881,5
06/02/2015 07:45,BID,10881,4
06/02/2015 07:45,BID,10881,3
06/02/2015 07:45,BID,10881,4
06/02/2015 07:45,TRADE,10883,3
06/02/2015 07:45,TRADE,10883.5,1
06/02/2015 07:45,ASK,10883.5,6
06/02/2015 07:45,TRADE,10883.5,6
06/02/2015 07:45,TRADE,10884,4
06/02/2015 07:45,ASK,10884,19
06/02/2015 07:45,ASK,10884,18
06/02/2015 07:45,BID,10882,1
06/02/2015 07:45,ASK,10883.5,1
06/02/2015 07:45,TRADE,10882,1
06/02/2015 07:45,BID,10881,5
06/02/2015 07:45,BID,10882,1
06/02/2015 07:45,ASK,10884,18
06/02/2015 07:45,TRADE,10882,1
06/02/2015 07:45,BID,10881,5
06/02/2015 07:45,BID,10881.5,1
06/02/2015 07:45,BID,10881.5,2
06/02/2015 07:45,ASK,10883.5,1
06/02/2015 07:46,ASK,10883,1
06/02/2015 07:46,BID,10881.5,4
06/02/2015 07:46,TRADE,10883,1
06/02/2015 07:46,ASK,10883.5,1
06/02/2015 07:46,TRADE,10883.5,1
06/02/2015 07:46,ASK,10884,18
06/02/2015 07:46,TRADE,10884,1
06/02/2015 07:46,ASK,10884,17
06/02/2015 07:46,BID,10882,1
06/02/2015 07:46,ASK,10883.5,2
06/02/2015 07:46,BID,10882,2
06/02/2015 07:46,BID,10882,3
06/02/2015 07:46,TRADE,10882,1
06/02/2015 07:46,BID,10882,2
06/02/2015 07:46,TRADE,10882,1
06/02/2015 07:46,BID,10882,1
06/02/2015 07:46,TRADE,10882,1
06/02/2015 07:46,BID,10881.5,5
06/02/2015 07:46,BID,10882,1
06/02/2015 07:46,BID,10882,2
06/02/2015 07:46,BID,10882,3
06/02/2015 07:46,BID,10882,4
06/02/2015 07:46,TRADE,10883.5,2
06/02/2015 07:46,BID,10883.5,2
06/02/2015 07:46,ASK,10884,17
06/02/2015 07:46,TRADE,10883.5,1
06/02/2015 07:46,BID,10883.5,1
06/02/2015 07:46,TRADE,10884,2
06/02/2015 07:46,ASK,10884,15
06/02/2015 07:46,TRADE,10883.5,1
06/02/2015 07:46,BID,10882,4
06/02/2015 07:46,ASK,10883.5,2
06/02/2015 07:46,TRADE,10883.5,2
06/02/2015 07:46,ASK,10884,15
06/02/2015 07:46,BID,10882,6
06/02/2015 07:46,BID,10882,4
06/02/2015 07:46,BID,10882,6
06/02/2015 07:46,TRADE,10884,1
06/02/2015 07:46,ASK,10884,14
06/02/2015 07:46,TRADE,10882,5
06/02/2015 07:46,BID,10882,1
06/02/2015 07:46,BID,10882,2
06/02/2015 07:46,BID,10882,3
06/02/2015 07:46,BID,10882,2
06/02/2015 07:46,BID,10882.5,1
06/02/2015 07:46,BID,10882.5,2
06/02/2015 07:46,BID,10882.5,3
06/02/2015 07:46,ASK,10883,1
06/02/2015 07:46,TRADE,10883,1
06/02/2015 07:46,ASK,10884,14
06/02/2015 07:46,BID,10883,1
06/02/2015 07:46,BID,10882.5,3
06/02/2015 07:46,BID,10883,4
06/02/2015 07:46,BID,10883.5,1
06/02/2015 07:46,TRADE,10884,2
06/02/2015 07:46,ASK,10884,12
06/02/2015 07:46,TRADE,10884,2
06/02/2015 07:46,ASK,10884,10
06/02/2015 07:46,TRADE,10884,3
06/02/2015 07:46,ASK,10884,7
06/02/2015 07:46,TRADE,10884,3
06/02/2015 07:46,ASK,10884,4
06/02/2015 07:46,TRADE,10884,3
06/02/2015 07:46,ASK,10884,1
06/02/2015 07:46,TRADE,10884,1
06/02/2015 07:46,ASK,10884.5,1
06/02/2015 07:46,ASK,10885,17
06/02/2015 07:46,BID,10883.5,2
06/02/2015 07:46,BID,10883.5,3
06/02/2015 07:46,TRADE,10885,4
06/02/2015 07:46,ASK,10885,13
06/02/2015 07:46,TRADE,10885,3
06/02/2015 07:46,ASK,10885,10
06/02/2015 07:46,TRADE,10885,1
06/02/2015 07:46,ASK,10885,9
06/02/2015 07:46,TRADE,10885,9
06/02/2015 07:46,BID,10885,1
06/02/2015 07:46,ASK,10885.5,6
06/02/2015 07:46,TRADE,10885,1
06/02/2015 07:46,BID,10883.5,3
06/02/2015 07:46,BID,10884,1
06/02/2015 07:46,ASK,10885.5,5
06/02/2015 07:46,BID,10883.5,3
06/02/2015 07:46,ASK,10885,1
06/02/2015 07:46,ASK,10885.5,5
06/02/2015 07:46,ASK,10884.5,1
06/02/2015 07:46,TRADE,10884.5,1
06/02/2015 07:46,ASK,10885.5,5
06/02/2015 07:46,BID,10883.5,4
06/02/2015 07:46,BID,10884,1
06/02/2015 07:46,BID,10884,2
06/02/2015 07:46,BID,10884,3
06/02/2015 07:46,TRADE,10885.5,5
06/02/2015 07:46,BID,10885.5,5
06/02/2015 07:46,ASK,10886,7
06/02/2015 07:46,ASK,10886,6
06/02/2015 07:46,TRADE,10885.5,2
06/02/2015 07:46,BID,10885.5,3
06/02/2015 07:46,TRADE,10885.5,3
06/02/2015 07:46,BID,10884.5,1
06/02/2015 07:46,ASK,10885.5,2
06/02/2015 07:46,BID,10885,1
06/02/2015 07:46,BID,10884,4
06/02/2015 07:46,BID,10884,3
06/02/2015 07:46,ASK,10886,6
06/02/2015 07:46,TRADE,10886,2
06/02/2015 07:46,ASK,10886,4
06/02/2015 07:46,BID,10884.5,1
06/02/2015 07:46,BID,10884.5,2
06/02/2015 07:46,ASK,10885.5,1
06/02/2015 07:46,BID,10884.5,3
06/02/2015 07:46,BID,10885,10
06/02/2015 07:46,BID,10885,11
06/02/2015 07:46,TRADE,10885.5,1
06/02/2015 07:46,ASK,10886,4
06/02/2015 07:46,TRADE,10885,10
06/02/2015 07:46,BID,10885,1
06/02/2015 07:46,BID,10884.5,3
06/02/2015 07:46,BID,10884.5,4
06/02/2015 07:46,TRADE,10886,1
06/02/2015 07:46,ASK,10886,3
06/02/2015 07:46,BID,10884.5,5
06/02/2015 07:46,BID,10885,1
06/02/2015 07:46,BID,10885,2
06/02/2015 07:46,ASK,10885.5,1
06/02/2015 07:46,TRADE,10885.5,1
06/02/2015 07:46,ASK,10886,3
06/02/2015 07:46,ASK,10885.5,1
06/02/2015 07:46,TRADE,10885.5,1
06/02/2015 07:46,ASK,10886,3
06/02/2015 07:46,BID,10885,1
06/02/2015 07:46,BID,10884.5,6
06/02/2015 07:46,ASK,10885.5,1
06/02/2015 07:46,TRADE,10885.5,1
06/02/2015 07:46,ASK,10886,3
06/02/2015 07:46,ASK,10885.5,1
06/02/2015 07:46,TRADE,10885.5,1
06/02/2015 07:46,ASK,10886,3
06/02/2015 07:46,ASK,10885.5,1
06/02/2015 07:46,TRADE,10885.5,1
06/02/2015 07:46,ASK,10886,3
06/02/2015 07:46,ASK,10885.5,1
06/02/2015 07:46,BID,10884.5,5
06/02/2015 07:46,ASK,10885,3
06/02/2015 07:46,TRADE,10884.5,4
06/02/2015 07:46,BID,10884.5,1
06/02/2015 07:46,TRADE,10884.5,1
06/02/2015 07:46,BID,10884,6
06/02/2015 07:46,ASK,10885,8
06/02/2015 07:46,BID,10884,5
06/02/2015 07:46,BID,10884,4
06/02/2015 07:46,ASK,10885,9
06/02/2015 07:46,TRADE,10885,1
06/02/2015 07:46,ASK,10885,8
06/02/2015 07:46,TRADE,10884,4
06/02/2015 07:46,BID,10883.5,4
06/02/2015 07:46,BID,10883.5,3
06/02/2015 07:46,ASK,10884,2
06/02/2015 07:46,ASK,10884,7
06/02/2015 07:46,TRADE,10883.5,1
06/02/2015 07:46,BID,10883.5,2
06/02/2015 07:46,TRADE,10883.5,2
06/02/2015 07:46,BID,10883,2
06/02/2015 07:46,BID,10883,1
06/02/2015 07:46,ASK,10884,2
06/02/2015 07:46,TRADE,10883,1
06/02/2015 07:46,BID,10882.5,3
06/02/2015 07:46,BID,10882.5,2
06/02/2015 07:46,BID,10882.5,1
06/02/2015 07:46,ASK,10885,9
06/02/2015 07:46,ASK,10884.5,1
06/02/2015 07:46,ASK,10884,1
06/02/2015 07:46,TRADE,10884,1
06/02/2015 07:46,BID,10884,3
06/02/2015 07:46,ASK,10884.5,1
06/02/2015 07:46,TRADE,10884,3
06/02/2015 07:46,BID,10882.5,1
06/02/2015 07:46,ASK,10884,3
06/02/2015 07:46,ASK,10884,6
06/02/2015 07:46,ASK,10884,3
06/02/2015 07:46,ASK,10884.5,1
06/02/2015 07:46,ASK,10884,1
06/02/2015 07:46,BID,10882.5,2
06/02/2015 07:46,BID,10882.5,1
06/02/2015 07:46,BID,10882.5,2
06/02/2015 07:46,BID,10882.5,1
06/02/2015 07:46,BID,10882.5,2
06/02/2015 07:46,BID,10882.5,1
06/02/2015 07:46,BID,10882.5,2
06/02/2015 07:46,BID,10882.5,1
06/02/2015 07:46,BID,10882.5,2
06/02/2015 07:46,TRADE,10884,1
06/02/2015 07:46,TRADE,10885,7
06/02/2015 07:46,ASK,10885,2
06/02/2015 07:46,ASK,10885,1
06/02/2015 07:46,BID,10882.5,3
06/02/2015 07:46,ASK,10885,2
06/02/2015 07:46,ASK,10884.5,1
06/02/2015 07:46,BID,10882.5,4
06/02/2015 07:46,BID,10882.5,6
06/02/2015 07:46,TRADE,10884.5,1
06/02/2015 07:46,ASK,10885,2
06/02/2015 07:46,ASK,10885,1
06/02/2015 07:46,ASK,10884.5,1
06/02/2015 07:46,TRADE,10884.5,1
06/02/2015 07:46,ASK,10885,2
06/02/2015 07:46,ASK,10885,1
06/02/2015 07:46,ASK,10884.5,1
06/02/2015 07:46,TRADE,10884.5,1
06/02/2015 07:46,ASK,10885,1
06/02/2015 07:46,ASK,10885,2
06/02/2015 07:46,ASK,10885,1
06/02/2015 07:46,ASK,10884.5,1
06/02/2015 07:46,ASK,10884,81
06/02/2015 07:46,TRADE,10882.5,6
06/02/2015 07:46,BID,10882,6
06/02/2015 07:46,BID,10882,5
06/02/2015 07:46,BID,10882,4
06/02/2015 07:46,ASK,10884,82
06/02/2015 07:46,ASK,10884,83
06/02/2015 07:46,TRADE,10882,3
06/02/2015 07:46,BID,10882,1
06/02/2015 07:46,TRADE,10882,1
06/02/2015 07:46,BID,10881.5,8
06/02/2015 07:46,TRADE,10881.5,2
06/02/2015 07:46,BID,10881.5,6
06/02/2015 07:46,TRADE,10881.5,3
06/02/2015 07:46,BID,10881.5,3
06/02/2015 07:46,TRADE,10881.5,2
06/02/2015 07:46,BID,10881.5,1
06/02/2015 07:46,TRADE,10881.5,1
06/02/2015 07:46,BID,10881,4
06/02/2015 07:46,ASK,10883,1
06/02/2015 07:46,BID,10881,3
06/02/2015 07:46,BID,10881,2
06/02/2015 07:46,ASK,10883,2
06/02/2015 07:46,TRADE,10881,2
06/02/2015 07:46,BID,10880.5,3
06/02/2015 07:46,BID,10880.5,2
06/02/2015 07:46,BID,10882,1
06/02/2015 07:46,TRADE,10882,1
06/02/2015 07:46,BID,10880.5,2
06/02/2015 07:46,BID,10880.5,3
06/02/2015 07:46,ASK,10882,2
06/02/2015 07:46,BID,10880.5,2
06/02/2015 07:46,ASK,10882,3
06/02/2015 07:46,ASK,10882,4
06/02/2015 07:46,BID,10880.5,1
06/02/2015 07:46,ASK,10882,3
06/02/2015 07:46,ASK,10881.5,1
06/02/2015 07:46,TRADE,10881.5,1
06/02/2015 07:46,ASK,10882,3
06/02/2015 07:46,ASK,10881.5,1
06/02/2015 07:46,ASK,10882,3
06/02/2015 07:46,BID,10880,2
06/02/2015 07:46,BID,10880,1
06/02/2015 07:46,TRADE,10880,1
06/02/2015 07:46,TRADE,10879.5,1
06/02/2015 07:46,TRADE,10879,1
06/02/2015 07:46,BID,10879,4
06/02/2015 07:46,BID,10879,3
06/02/2015 07:46,BID,10879,2
06/02/2015 07:46,ASK,10882,4
06/02/2015 07:46,ASK,10882,7
06/02/2015 07:46,BID,10879,1
06/02/2015 07:46,BID,10878.5,6
06/02/2015 07:46,ASK,10881,1
06/02/2015 07:46,BID,10878.5,5
06/02/2015 07:46,ASK,10881,2
06/02/2015 07:46,ASK,10881,3
06/02/2015 07:46,BID,10879,1
06/02/2015 07:46,BID,10879,2
06/02/2015 07:46,BID,10880,2
06/02/2015 07:46,ASK,10881,2
06/02/2015 07:46,TRADE,10880,2
06/02/2015 07:46,TRADE,10879,2
06/02/2015 07:46,TRADE,10878.5,5
06/02/2015 07:46,TRADE,10878,10
06/02/2015 07:46,BID,10877.5,10
06/02/2015 07:46,ASK,10878,1
06/02/2015 07:46,TRADE,10878,1
06/02/2015 07:46,ASK,10881,2
06/02/2015 07:46,ASK,10880.5,1
06/02/2015 07:46,ASK,10880,1
06/02/2015 07:46,BID,10877.5,9
06/02/2015 07:46,ASK,10879,1
06/02/2015 07:46,BID,10878,1
06/02/2015 07:46,TRADE,10878,1
06/02/2015 07:46,TRADE,10877.5,6
06/02/2015 07:46,BID,10877.5,3
06/02/2015 07:46,TRADE,10879,1
06/02/2015 07:46,ASK,10880,2
06/02/2015 07:46,ASK,10879.5,1
06/02/2015 07:46,ASK,10879,1
06/02/2015 07:46,ASK,10878,1
06/02/2015 07:46,ASK,10880,3
06/02/2015 07:46,ASK,10880,2
06/02/2015 07:46,ASK,10879,1
06/02/2015 07:46,ASK,10879,2
06/02/2015 07:46,ASK,10879,1
06/02/2015 07:46,ASK,10879,2
06/02/2015 07:46,ASK,10879,1
06/02/2015 07:46,ASK,10879.5,2
06/02/2015 07:46,ASK,10878.5,1
06/02/2015 07:46,TRADE,10878.5,1
06/02/2015 07:46,ASK,10879,1
06/02/2015 07:46,ASK,10880,3
06/02/2015 07:46,ASK,10880,2
06/02/2015 07:46,BID,10878,1
06/02/2015 07:46,BID,10877.5,3
06/02/2015 07:46,ASK,10879,1
06/02/2015 07:46,TRADE,10879,1
06/02/2015 07:46,ASK,10880,2
06/02/2015 07:46,ASK,10879,1
06/02/2015 07:46,ASK,10880,2
06/02/2015 07:46,BID,10878,3
06/02/2015 07:46,ASK,10880,1
06/02/2015 07:46,ASK,10880.5,1
06/02/2015 07:46,ASK,10881,5
06/02/2015 07:46,ASK,10881,4
06/02/2015 07:46,ASK,10881,3
06/02/2015 07:46,ASK,10880.5,1
06/02/2015 07:46,ASK,10880.5,2
06/02/2015 07:46,BID,10878,7
06/02/2015 07:46,BID,10879,4
06/02/2015 07:46,ASK,10880.5,1
06/02/2015 07:46,ASK,10881,3
06/02/2015 07:46,BID,10878,4
06/02/2015 07:46,ASK,10880,1
06/02/2015 07:46,BID,10878,3
06/02/2015 07:46,ASK,10880,2
06/02/2015 07:46,BID,10878.5,1
06/02/2015 07:46,ASK,10880,3
06/02/2015 07:46,BID,10878.5,2
06/02/2015 07:46,ASK,10880,4
06/02/2015 07:46,TRADE,10880,1
06/02/2015 07:46,ASK,10880,3
06/02/2015 07:46,TRADE,10880,3
06/02/2015 07:46,ASK,10880.5,1
06/02/2015 07:46,TRADE,10880.5,1
06/02/2015 07:46,TRADE,10881,3
06/02/2015 07:46,TRADE,10881.5,3
06/02/2015 07:46,ASK,10882,9
06/02/2015 07:46,BID,10879,1
06/02/2015 07:46,ASK,10882,8
06/02/2015 07:46,BID,10879,2
06/02/2015 07:46,BID,10880,1
06/02/2015 07:46,ASK,10882,7
06/02/2015 07:46,ASK,10882,5
06/02/2015 07:46,ASK,10882,4
06/02/2015 07:46,ASK,10881.5,1
06/02/2015 07:46,ASK,10882,3
06/02/2015 07:46,BID,10879,1
06/02/2015 07:46,BID,10879,2
06/02/2015 07:46,BID,10880,3
06/02/2015 07:46,BID,10879,2
06/02/2015 07:46,TRADE,10882,1
06/02/2015 07:46,ASK,10882,2
06/02/2015 07:46,BID,10879.5,1
06/02/2015 07:46,ASK,10881.5,1
06/02/2015 07:46,BID,10879,2
06/02/2015 07:46,BID,10879,3
06/02/2015 07:46,BID,10879,2
06/02/2015 07:46,BID,10879,3
06/02/2015 07:46,BID,10879,2
06/02/2015 07:46,BID,10879.5,1
06/02/2015 07:46,BID,10879.5,2
06/02/2015 07:46,TRADE,10881.5,1
06/02/2015 07:46,ASK,10882,2
06/02/2015 07:46,BID,10880,3
06/02/2015 07:46,BID,10880.5,1
06/02/2015 07:46,ASK,10881,81
06/02/2015 07:46,TRADE,10880.5,1
06/02/2015 07:46,BID,10880,3
06/02/2015 07:46,ASK,10880.5,2
06/02/2015 07:46,TRADE,10880,1
06/02/2015 07:46,BID,10880,2
06/02/2015 07:46,TRADE,10880,2
06/02/2015 07:46,BID,10879.5,1
06/02/2015 07:46,TRADE,10879.5,1
06/02/2015 07:46,BID,10879,5
06/02/2015 07:46,ASK,10880,2
06/02/2015 07:46,ASK,10880,5
06/02/2015 07:46,ASK,10880,3
06/02/2015 07:46,TRADE,10879,4
06/02/2015 07:46,BID,10879,1
06/02/2015 07:46,TRADE,10879,1
06/02/2015 07:46,BID,10878.5,8
06/02/2015 07:46,ASK,10880.5,2
06/02/2015 07:46,TRADE,10880.5,2
06/02/2015 07:46,TRADE,10881,2
06/02/2015 07:46,ASK,10881,79
06/02/2015 07:46,BID,10879,1
06/02/2015 07:46,BID,10878.5,8
06/02/2015 07:46,ASK,10880.5,1
06/02/2015 07:46,BID,10879.5,1
06/02/2015 07:46,TRADE,10879.5,1
06/02/2015 07:46,BID,10878.5,8
06/02/2015 07:46,BID,10879,1
06/02/2015 07:46,TRADE,10880.5,1
06/02/2015 07:46,ASK,10881,79
06/02/2015 07:46,BID,10879,2
06/02/2015 07:46,ASK,10880.5,1
06/02/2015 07:46,BID,10879,1
06/02/2015 07:46,ASK,10880.5,2
06/02/2015 07:46,ASK,10880.5,3
06/02/2015 07:47,ASK,10880,1
06/02/2015 07:47,TRADE,10879,1
06/02/2015 07:47,BID,10878.5,7
06/02/2015 07:47,BID,10878.5,6
06/02/2015 07:47,ASK,10879.5,1
06/02/2015 07:47,BID,10878.5,5
06/02/2015 07:47,ASK,10879.5,2
06/02/2015 07:47,BID,10878.5,3
06/02/2015 07:47,BID,10878.5,1
06/02/2015 07:47,TRADE,10878.5,1
06/02/2015 07:47,BID,10878,4
06/02/2015 07:47,ASK,10879,1
06/02/2015 07:47,BID,10878,5
06/02/2015 07:47,BID,10878,6
06/02/2015 07:47,BID,10878,7
06/02/2015 07:47,TRADE,10879,1
06/02/2015 07:47,ASK,10879.5,1
06/02/2015 07:47,ASK,10879,1
06/02/2015 07:47,TRADE,10879,1
06/02/2015 07:47,ASK,10879.5,1
06/02/2015 07:47,TRADE,10879.5,1
06/02/2015 07:47,ASK,10880.5,4
06/02/2015 07:47,ASK,10880.5,3
06/02/2015 07:47,ASK,10880.5,2
06/02/2015 07:47,BID,10878,8
06/02/2015 07:47,BID,10878,9
06/02/2015 07:47,BID,10878,11
06/02/2015 07:47,BID,10878,12
06/02/2015 07:47,BID,10878.5,1
06/02/2015 07:47,BID,10878.5,2
06/02/2015 07:47,ASK,10880.5,3
06/02/2015 07:47,ASK,10880,1
06/02/2015 07:47,ASK,10880,2
06/02/2015 07:47,TRADE,10880,1
06/02/2015 07:47,ASK,10880,1
06/02/2015 07:47,BID,10878.5,3
06/02/2015 07:47,BID,10879,1
06/02/2015 07:47,ASK,10880,3
06/02/2015 07:47,TRADE,10879,1
06/02/2015 07:47,BID,10878.5,3
06/02/2015 07:47,ASK,10879.5,1
06/02/2015 07:47,ASK,10879.5,2
06/02/2015 07:47,ASK,10879.5,1
06/02/2015 07:47,ASK,10879.5,2
06/02/2015 07:47,TRADE,10879.5,2
06/02/2015 07:47,TRADE,10880,2
06/02/2015 07:47,TRADE,10880.5,3
06/02/2015 07:47,BID,10880.5,13
06/02/2015 07:47,ASK,10881,82
06/02/2015 07:47,ASK,10881,81
06/02/2015 07:47,ASK,10881,80
06/02/2015 07:47,TRADE,10880.5,7
06/02/2015 07:47,BID,10880.5,6
06/02/2015 07:47,TRADE,10880.5,3
06/02/2015 07:47,BID,10880.5,3
06/02/2015 07:47,TRADE,10880.5,3
06/02/2015 07:47,BID,10879,1
06/02/2015 07:47,TRADE,10881,7
06/02/2015 07:47,ASK,10881,73
06/02/2015 07:47,ASK,10880.5,4
06/02/2015 07:47,ASK,10880.5,16
06/02/2015 07:47,ASK,10880.5,22
06/02/2015 07:47,BID,10878.5,5
06/02/2015 07:47,BID,10878.5,4
06/02/2015 07:47,ASK,10880,1
06/02/2015 07:47,ASK,10880,2
06/02/2015 07:47,BID,10879,1
06/02/2015 07:47,TRADE,10879,1
06/02/2015 07:47,BID,10878.5,4
06/02/2015 07:47,BID,10878.5,3
06/02/2015 07:47,TRADE,10880,1
06/02/2015 07:47,ASK,10880,1
06/02/2015 07:47,BID,10878.5,2
06/02/2015 07:47,BID,10879,1
06/02/2015 07:47,BID,10879.5,1
06/02/2015 07:47,TRADE,10879.5,1
06/02/2015 07:47,BID,10879,1
06/02/2015 07:47,TRADE,10879,1
06/02/2015 07:47,BID,10878.5,3
06/02/2015 07:47,ASK,10879,3
06/02/2015 07:47,TRADE,10878.5,1
06/02/2015 07:47,BID,10878.5,2
06/02/2015 07:47,TRADE,10878.5,2
06/02/2015 07:47,BID,10878,6
06/02/2015 07:47,TRADE,10879,1
06/02/2015 07:47,ASK,10879,2
06/02/2015 07:47,BID,10878.5,1
06/02/2015 07:47,TRADE,10878.5,1
06/02/2015 07:47,BID,10878,6
06/02/2015 07:47,BID,10878,7
06/02/2015 07:47,TRADE,10879,2
06/02/2015 07:47,TRADE,10880,1
06/02/2015 07:47,TRADE,10880.5,4
06/02/2015 07:47,TRADE,10881,4
